region,period,community_id,n_words,top_words_preview,label,lane,origin,inherited_from,fit_check_rationale
british,1510-1530,1,1713,noblesse; benygne; trueth; pride; hatred; merites; petycyon; merytes; felycyte,"Virtue, Nobility & Human Character",Morality: Virtue & Vice,human,,
british,1870-1890,250,86,absurdum; vertisements; mirer; vancement; miralty; infinitum; vertised; herence; nauseam,Truncated Word Fragments (Ad- Prefix Stripped),Structural / Uncertain,inherited,1850-1870#182,Still ad- prefix-stripped fragments.
british,1870-1890,265,58,bullarook; feckenham; inglewood; knaresborough; mallerstang; marchenoir; bowland; charnwood; galtres,English Royal Forests,Geography & Territory,human,,
british,1870-1890,64,967,tsrms; bersonau; a'a; moacao; dpi; wmi; rovrov; kotopna; irorapov,Mixed Dutch/German & OCR Fragments,Structural / Uncertain,inherited,1850-1870#80,"Still OCR-garbled fragment noise, though the Dutch/German specificity is not clearly visible in this sample."
british,1870-1890,259,70,snelling; pickens; queleu; garry; hembury; stanwix; massac; chartrain; mchenry,American Fort Names,Military & Warfare,human,,
british,1870-1890,103,714,temor; vmos; ryer; soutdwest; purcbass; sacd; slsctsd; resd; niiwaukee,OCR Garbled Fragments,Structural / Uncertain,human,,
british,1870-1890,253,84,decian; dulcken; malabarica; greensleeves; legales; terbury; featherston's; elaine's; tonments,Mixed Fragments & Miscellany,Structural / Uncertain,human,,
british,1870-1890,292,20,carum; cante; cies; rily; riam; midsum; riment; chants; chant's; chandise,Truncated Word Fragments (Mer- Prefix Stripped),Structural / Uncertain,inherited,1850-1870#220,Still mer-related fragments (mer- prefix and -mer suffix forms).
british,1870-1890,273,49,whitting; berring; harring; hamil; pember; southamp; launces; hadding; carring,Truncated Word Fragments (-ton Suffix Stripped),Structural / Uncertain,human,,
british,1870-1890,295,9,rooker; toba; festly; fested; festations; festation; mani; fests; fest,Truncated Word Fragments (Mani- Prefix Stripped),Structural / Uncertain,human,,
british,1870-1890,279,41,bouchal; nufactures; chree; jesty's; cushla; chinery; jestic; turity; trons,Truncated Word Fragments (Ma- Prefix Stripped),Structural / Uncertain,inherited,1850-1870#206,Still substantially ma- prefix-stripped fragments.
british,1870-1890,283,37,annu; usu; habitu; perpetu; nomin; gener; eventu; effectu; actu,Truncated Word Fragments (-al Suffix Stripped),Structural / Uncertain,inherited,1850-1870#224,Still -al suffix-stripped fragments.
british,1870-1890,36,1225,cadit; duorum; proximum; consuetudinem; decimas; voluntatem; faciemus; jussit; confirmavimus,Latin Text,Structural / Uncertain,inherited,1850-1870#31,Still Latin text.
british,1870-1890,231,131,nebel; disbrow; saulny; samsoun; bohl; brittin; kamouraska; m'henry; purinton,Mixed Fragments & Surnames,Structural / Uncertain,human,,
british,1870-1890,289,24,cil; tess; trymen; tryman; sellors; selled; priv; cils; cillors; sellor,Truncated Word Fragments (Coun- Prefix Stripped),Structural / Uncertain,human,,
british,1870-1890,284,36,conquestum; decessum; blackjack; scriptum; festum; victoriam; festu; wadhams; pone,Latin Legal Fragments & Miscellany,Structural / Uncertain,human,,
british,1870-1890,286,31,consum; approxi; inti; infor; boatswain's; esti; amalga; nix's; ulti,Mixed Fragments & Miscellany,Structural / Uncertain,inherited,1850-1870#198,Still mixed fragments.
british,1870-1890,275,48,saken; apologising; nonce; feiture; giveness; midable; feited; merly; nynee,Truncated Word Fragments (For- Prefix Stripped),Structural / Uncertain,human,,
british,1870-1890,167,338,brakemount; hornbury; arctura; wallingham; lydiard; kilcoran; lydiard's; teazle; templeton's,Fictional Estate & Character Names,"Literature, Drama & Poetic Diction",human,,
british,1870-1890,132,539,troxell; faesch; jernemuth; kerrigan; lorman; heintz; tay'lor; vessie; albro,Mixed Surnames & Fragments,Structural / Uncertain,human,,
british,1870-1890,13,1477,devoe; drabble; basham; heldmann; boorman; copeman; keenedge; mccune; whichcote,English Surnames,"History, Genealogy, Nobility & Kinship",human,1850-1870#33,
british,1870-1890,54,1058,schlosse; gegenstand; spuren; ziel; deutlich; bestimmte; aufrecht; bezeichnung; religibsen,German-Language Text,Structural / Uncertain,human,1850-1870#35,
british,1870-1890,75,884,herwydd; drydedd; perthyn; syrthiodd; gywir; bedwar; wasanaeth; nghanol; cynnwys,Welsh-Language Text,Structural / Uncertain,human,1850-1870#111,
british,1870-1890,110,691,altius; lagosta; molendino; duprat; lozier; erlham; cetero; plaire; capitalibus,Mixed French & Spanish Text,Structural / Uncertain,inherited,1850-1870#88,Core retains French vocabulary mixed with Latin; Spanish component less clear but French still supports the label.
british,1870-1890,140,504,walfisch; ukee; enion; reynardson; blumenbachii; namoa; eastbrook; quassaick; beypoor,Mixed Fragments & Place Names,Structural / Uncertain,human,,
british,1870-1890,12,1518,shupe; fassett; mccormack; whittem; norw; lampman; higley; callahan; duckwall,English Surnames & OCR Fragments,Structural / Uncertain,inherited,1850-1870#9,Still surnames.
british,1870-1890,152,440,toskana; blynedd; romisehe; jenett; cowanesque; buckhart; scruggs; heidenmauer; marlatt,Mixed Surnames & Fragments,Structural / Uncertain,human,,
british,1870-1890,175,324,vallette; sonchus; kilvert; densmore; kpectbahckaro; llanfrynach; collamer; fleharty; kilborn,Mixed Fragments & Place Names,Structural / Uncertain,human,,
british,1870-1890,271,50,punja; forquer; brads; aloon; peny; crepidam; sutor; extinguish'd; moone,Mixed Fragments & Miscellany,Structural / Uncertain,human,1850-1870#218,
british,1870-1890,38,1190,ellenburgh; countios; scrivia; cundall; ordonnez; hollinger; fritts; cabega; klinger,Mixed Surnames & Place Fragments,Structural / Uncertain,human,1850-1870#58,
british,1870-1890,15,1426,schnebbelie; gardeur; sammis; arvin; kurai; brunaugh; norri; erdman; lousia,Mixed Multilingual OCR Fragments,Structural / Uncertain,inherited,1850-1870#2,Still mixed multilingual/OCR fragments.
british,1870-1890,163,363,acuta; bisulcatus; annulatus; knorria; reichsanst; ambigua; parvula; atlantica; senilis,Latin Species & Taxonomic Names,"Science, Mathematics & Natural Philosophy",inherited,1850-1870#113,Still Latin species names.
british,1870-1890,208,188,mitti; mahican; tatou; mitchells; ayron; gyffredin; mulloch; panache; cattls,Mixed Ethnic Names & Abstract Nouns,Structural / Uncertain,inherited,1850-1870#102,Still mixed ethnic names and abstract nouns.
british,1870-1890,45,1157,sonpur; bhuj; bikaner; mezar; purniah; maisur; jalaun; oropesa; umrer,Asian & World Place Names,Geography & Territory,inherited,1850-1870#123,Still Asian place names.
british,1870-1890,57,996,heant; integrum; juramento; contulit; felmyngham; impedimento; sidio; bapte; sentia,Latin Text,Structural / Uncertain,inherited,1850-1870#77,Still Latin text.
british,1870-1890,209,187,rangihaeata; seeoud; britian; sophi; purifications; baladeva; wymondley; cobar; iaroslaf,Mixed Geographic Fragments,Structural / Uncertain,inherited,1850-1870#163,Still mixed geographic fragments.
british,1870-1890,174,326,foresayd; werkis; grym; wisse; grond; suffre; payis; agenst; frendis,Archaic Legal Text,Structural / Uncertain,human,,
british,1870-1890,20,1354,caracteres; endroit; montrer; voisinage; uniquement; genoux; l'etude; constater; perdre,French-Language Text,Structural / Uncertain,inherited,1850-1870#7,Still French-language text.
british,1870-1890,229,135,otlicers; auratus; nanfan; burtenshaw; blairhall; leconfield; spycer; dynham; burchard,Mixed Surnames & Fragments,Structural / Uncertain,human,,
british,1870-1890,129,563,haydoc; mercatores; tenetur; poitrine; devonsh; rogatus; invasit; dague; seleukus,Mixed Fragments & Miscellany,Structural / Uncertain,inherited,1850-1870#136,Still mixed Latin/fragments.
british,1870-1890,141,500,gedanke; steuern; saipan; stimmen; kirchbach; beschr; luckner; gesicht; doku,Mixed German & Miscellany,Structural / Uncertain,human,,
british,1870-1890,277,45,ogdvy; basilisks; racketing; mousing; brunstane; camplin; phraisie; sundoavn; kunawar,Mixed Fragments & Miscellany,Structural / Uncertain,human,,
british,1870-1890,200,211,purohit; lobt; kirkmahoe; aveare; moriscoes; sapta; lipa; jogis; decurions,Mixed Fragments & Miscellany,Structural / Uncertain,human,,
british,1870-1890,215,159,birdsey; seemon; raucourt; isserninus; obs'n; caimakam; medbury; hartstene; plautia,Mixed Fragments & Miscellany,Structural / Uncertain,human,,
british,1870-1890,290,21,galenas; assession; piaco; reves; plowland; janewary; lineament; yrear; yvord; stented,Mixed Fragments & Miscellany,Structural / Uncertain,human,,
british,1870-1890,293,12,defendit; mult; parate; nule; cret; verely; veral; parated; gentlemans; curity,Mixed Fragments & Miscellany,Structural / Uncertain,inherited,1850-1870#166,Still se- prefix-stripped fragments.
british,1890-1910,45,988,excessively; extraordinarily; artistically; extremely; elegantly; unjustly; abominably; exceedingly; cruelly,Manner Adverbs (-ly Forms),Structural / Uncertain,inherited,1870-1890#51,Still -ly adverbs.
british,1890-1910,81,667,screech; bellowing; shrieks; squealing; yells; howls; said; yelling; snarling,Loud Sound & Animal-Cry Verbs,Structural / Uncertain,human,1870-1890#164,
british,1890-1910,94,573,noav; iioav; esdale; belhaven; talouel; osbaldistone; onwards; avhen; southeast,Directional & Distance Adverbs,Structural / Uncertain,inherited,1870-1890#156,"Still directional adverbs (onwards, southeast, when) mixed with place/character names."
british,1890-1910,130,352,wickeder; tougher; funnier; jollier; bitterer; shrewder; stiffer; sorer; stupider,Comparative Adjectives,Structural / Uncertain,inherited,1870-1890#148,Still comparative adjectives.
british,1890-1910,163,132,malwan; six; five; fifteen; sixty; seven; ten; thirty; several,"Ages, Numbers & Life Stages",Structural / Uncertain,inherited,1870-1890#191,Still numbers.
british,1890-1910,136,284,eh; shau; hello; wdl; ye'll; lieves; oh; they'll; she'll,Contracted Verb Forms,Structural / Uncertain,inherited,1870-1890#186,Still contracted verb forms and interjections.
british,1890-1910,129,358,wednes; wednesday; twentieth; monday; decades; tuesday; twelfth; dynasties; byegone,Calendar Dates & Days of the Week,Structural / Uncertain,inherited,1870-1890#168,Still calendar/date vocabulary.
british,1890-1910,60,849,essayist; gentleman; scotchman; prig; politician; hypocrite; scientist; snob; poet,Comic & Satirical Character Types,"Literature, Drama & Poetic Diction",inherited,1870-1890#63,Still social/character types.
british,1890-1910,109,498,lank; corpulent; puffy; twitched; sallow; wrinkled; bony; bloodshot; blond,Physical Appearance & Complexion Description,"Literature, Drama & Poetic Diction",inherited,1870-1890#109,Still complexion/appearance description.
british,1890-1910,89,602,aa'illiam; dick; jim; jake; gawaine; osbert; joe; john; richard,English Personal & Character Names,"History, Genealogy, Nobility & Kinship",inherited,1870-1890#147,Still personal names.
british,1890-1910,0,2351,licentious; unbecoming; supercilious; intolerant; inaccurate; bloodthirsty; flippant; incorrect; reprehensible,Descriptive Adjectives (-able/-ate Forms),Structural / Uncertain,inherited,1870-1890#18,Still descriptive adjectives.
british,1890-1910,10,1587,gainsay; smite; destroy; undeceive; weaken; oppose; persecute; sanctify; dictate,General Action Verbs,Structural / Uncertain,inherited,1870-1890#9,Still general action verbs.
british,1890-1910,167,112,llanegryn; youngish; drago; servante; hench; mussul; youug; young; gintle,Mixed Multilingual OCR Fragments,Structural / Uncertain,inherited,1870-1890#230,Still mixed multilingual fragments.
british,1890-1910,14,1435,influenced; deceived; sanctioned; benefited; overpowered; annoyed; slandered; instigated; supplanted,Descriptive Adjectives & Narrative Verbs,Structural / Uncertain,inherited,1870-1890#11,Still mixed descriptive verbs.
british,1890-1910,88,603,irritability; sorrow; anguish; lassitude; unrest; thrills; pain; grief; misery,Emotional & Psychological Distress,"Literature, Drama & Poetic Diction",inherited,1870-1890#89,Still emotional/psychological distress vocabulary.
british,1890-1910,72,733,writers; clergymen; revolutionists; nobles; journalists; fanatics; loafers; politicians; warriors,Social & Character Types,"Literature, Drama & Poetic Diction",inherited,1870-1890#131,Still social/character types.
british,1890-1910,71,735,trotted; raced; scampered; flits; tramped; sauntered; clattered; walked; hopped,Gait & Movement Verbs,Structural / Uncertain,inherited,1870-1890#46,Still gait/movement verbs.
british,1890-1910,86,625,compatriots; friend; niece; confreres; cousin; kinsmen; contemporaries; father; nephew,Kinship Terms Mixed with OCR Noise,Structural / Uncertain,inherited,1870-1890#90,Still kinship terms mixed with OCR noise.
british,1890-1910,12,1505,laconically; interrogatively; sneeringly; spilford; searight; evasively; saucily; lafarge; sententiously,Manner Adverbs (Speech & Attitude),Structural / Uncertain,inherited,1870-1890#37,Still manner adverbs.
british,1890-1910,128,358,farmhouse; bedroom; houses; farmhouses; outhouses; farm; edifices; cottages; villages,"Towns, Buildings & Travel Infrastructure",Geography & Territory,inherited,1870-1890#182,Still buildings/infrastructure vocabulary.
british,1890-1910,37,1066,bertha; nellie; elsie; agatha; eileen; mabel; gertrude; gabrielle; ethel,Female Personal Names,"History, Genealogy, Nobility & Kinship",inherited,1870-1890#27,Still female personal names.
british,1890-1910,62,838,samuell; charleton; junr; lyman; smithe; rutter; jowett; mylne; esqr,Personal Names & Abbreviations,"History, Genealogy, Nobility & Kinship",inherited,1870-1890#145,Still personal names/abbreviations.
british,1890-1910,182,78,cirencester; portus; richborough; wroxeter; caer; pevensey; oppidum; castra; vicus,Roman-Era British Place Names,Geography & Territory,inherited,1870-1890#242,Still Roman-era British place names.
british,1890-1910,135,293,northumber; newfound; drear; switzer; homeless; helpless; unproductive; motionless; uninhabited,"Stillness, Solitude & Quietude","Literature, Drama & Poetic Diction",inherited,1870-1890#217,"Core still shows stillness/desolation vocabulary (drear, homeless, helpless, motionless, uninhabited) alongside some '-land' place-name fragments."
british,1890-1910,57,874,muskets; musket; strap; sabre; muzzle; notched; helmets; handles; spears,"Weapons, Armor & Metalworking",Military & Warfare,inherited,1870-1890#96,Still weapons/armor vocabulary.
british,1890-1910,79,683,edouard; ranvier; sebastien; amalie; fabre; raoul; persigny; folie; renaud,French Scholars & Authors,"Books, Learning & Scholarship",inherited,1870-1890#97,Still French names.
british,1890-1910,133,337,lullington; locarno; potte; altenau; gwasanaeth; cushnie; leffingwell; friskney; agbome,Mixed World Place Names,Geography & Territory,inherited,1870-1890#124,Still world place names.
british,1890-1910,55,882,craggy; ridges; gullies; waterless; heathery; watercourses; precipices; uplands; mountains,Landscape & Terrain Features,"Nature, Landscape & Weather",inherited,1870-1890#59,Still landscape/terrain vocabulary.
british,1890-1910,68,753,swirling; surge; surges; foams; trickles; billowy; swirled; toss'd; deeps,Weather & Atmospheric Conditions,"Nature, Landscape & Weather",inherited,1870-1890#87,Still weather/water imagery.
british,1890-1910,110,490,football; dominoes; concerts; fetes; celebrations; celebration; banquets; restaurants; billiards,"Mirth, Revelry & Festivity",Structural / Uncertain,inherited,1870-1890#118,Still festivity vocabulary.
british,1890-1910,119,421,indices; protractor; triangles; diameters; subdivisions; formulae; ecliptic; linear; maxillary,Mathematical & Astronomical Instruments,"Science, Mathematics & Natural Philosophy",human,1870-1890#68,
british,1890-1910,15,1425,triced; pulling; shored; slid; clewed; shoved; gripping; pulled; knotted,Physical Motion Verbs,Structural / Uncertain,inherited,1870-1890#39,Still physical motion verbs.
british,1890-1910,125,368,wrighte; alvinzi; alee; margarett; jone; elize; judkin; wirrall; isabell,English Surnames,"History, Genealogy, Nobility & Kinship",inherited,1870-1890#60,Still personal names/surnames.
british,1890-1910,32,1130,deathless; sin's; spirit's; jehovah; divinest; supernal; fancy's; godlike; sceptred,Poetic Possessive Forms (Heroic),"Literature, Drama & Poetic Diction",inherited,1870-1890#10,Still poetic possessive forms.
british,1890-1910,105,508,colloquial; grammatical; sanskrit; marathi; rhymed; poem; idioms; pronunciation; metrical,Linguistics & Philology,"Books, Learning & Scholarship",inherited,1870-1890#123,Still linguistics/philology vocabulary.
british,1890-1910,132,342,compelled; requested; obliged; forwarded; ascribed; besought; permitted; empowered; authorized,Obligation & Compliance Verbs,Structural / Uncertain,inherited,1870-1890#149,Still obligation/compliance verbs.
british,1890-1910,16,1365,cornices; mullions; semicircular; mouldings; statuettes; pilasters; octagonal; tapestries; crocketed,Architectural Features,"Domestic Life, Dress & Household",inherited,1870-1890#31,Still architectural features.
british,1890-1910,18,1311,assures; touch'd; annoys; oppresses; frightens; calleth; inspires; giveth; astonishes,Physical & Poetic Action Verbs,Structural / Uncertain,inherited,1870-1890#32,Still archaic action verb forms.
british,1890-1910,122,393,irovel; macquoid; edwardes; marmery; conney; horsman; yeats; whishaw; howitt,Mixed Surnames & Fragments,Structural / Uncertain,inherited,1870-1890#132,Still surnames.
british,1890-1910,74,718,bessborough; sempill; beachville; rosebery; austinminster; fauconberg; brabourne; lansdowne; dailgarroch,British Peerage & Noble Titles,"History, Genealogy, Nobility & Kinship",inherited,1870-1890#101,Still British peerage/noble titles.
british,1890-1910,11,1539,compositions; denunciations; hypotheses; narratives; weaknesses; statements; disasters; phenomena; insinuations,Mixed Abstract Nouns,Structural / Uncertain,inherited,1870-1890#16,Still abstract nouns.
british,1890-1910,33,1115,shimmering; darkling; glows; illumes; glooms; glimmers; effulgent; starry; pinkish,Ornate Descriptive Poetic Diction,"Literature, Drama & Poetic Diction",inherited,1870-1890#44,Still ornate descriptive poetic imagery.
british,1890-1910,24,1241,shoalhaven; narbada; namoi; kistna; clwyd; rheidol; ribble; mahanadi; colne,American & World Place Names,Geography & Territory,inherited,1870-1890#91,Still world place names (rivers).
british,1890-1910,39,1065,crassus; mithridates; marcius; trajan; priscus; ethelbald; vespasian; alexius; offa,Ancient & Medieval Historical Figures,"History, Genealogy, Nobility & Kinship",inherited,1870-1890#47,Still ancient/medieval historical figures.
british,1890-1910,149,188,quietest; handsomest; cleverest; sweetest; noblest; bravest; ugliest; stupidest; simplest,Superlative Adjectives,Structural / Uncertain,human,1870-1890#169,
british,1890-1910,25,1232,stryker; l'acte; eustis; mcdonald; peirce; longstreet's; ghoorkas; mccook's; shaffer,Military Units & Cavalry,Military & Warfare,inherited,1870-1890#122,"Still military names/units (ghoorkas, quartermasters, pandies, abercrombie's)."
british,1890-1910,48,967,romish; federalist; unitarian; monarchical; protestantism; evangelical; absolutism; anglican; democracy,Religious Doctrine & Denominations,"Religion, Theology & the Church",inherited,1870-1890#112,"Still religious/political doctrine terms (romish, unitarian, protestantism, anglican)."
british,1890-1910,172,103,communi; confis; mentum; excommuni; edu; impli; suppli; ations; vindi,Truncated Word Fragments (-cate Suffix Stripped),Structural / Uncertain,human,1870-1890#220,
british,1890-1910,104,513,inherent; inborn; anguished; creative; innate; unswerving; undercurrent; numbed; undying,Mixed Abstract Nouns,Structural / Uncertain,inherited,1870-1890#35,Still mixed abstract adjectives/nouns.
british,1890-1910,52,901,criccieth; parsonstown; etive; thurles; pwllheli; buncrana; bridlington; sheerness; builth,British Coastal & Seaside Towns,Geography & Territory,inherited,1870-1890#161,Still substantially coastal/seaside towns.
british,1890-1910,22,1295,pontus; slavs; banians; latins; aborigines; gauls; dorians; huns; goths,Peoples & Nations,"History, Genealogy, Nobility & Kinship",inherited,1870-1890#21,Still peoples/nations.
british,1890-1910,41,1047,song; clanging; trill; warbling; schumann's; tuneful; skylark's; guitars; violins,Music & Song Imagery,"Literature, Drama & Poetic Diction",human,1870-1890#17,
british,1890-1910,113,483,sharrow; eastgate; koad; hollywood; finchley; streatham; walthamstow; read's; brompton,London Place & Street Names,Geography & Territory,inherited,1870-1890#120,Still UK place names.
british,1890-1910,40,1057,torgau; piar; saragossa; auray; remagen; barrosa; ivrea; zorndorf; nisch,World Geographic Place Names,Geography & Territory,inherited,1870-1890#81,Still world place names.
british,1890-1910,46,984,reprints; writings; memoranda; abstracts; republished; pamphlets; appending; transcripts; periodicals,Scholarly & Rhetorical Vocabulary,Rhetoric & Persuasion,inherited,1870-1890#65,Still scholarly/publishing vocabulary.
british,1890-1910,117,435,odorous; discoloured; aromatic; poisonous; exhalations; caked; encrusted; slime; fragrant,"Decay, Odor & Putrescence","Nature, Landscape & Weather",human,1870-1890#202,
british,1890-1910,50,944,copyhold; freeholders; receipts; payment; assessments; loans; tallage; taxation; payments,Government Offices & Administration,"Government, Law & Administration",inherited,1870-1890#29,Still government/taxation administration.
british,1890-1910,28,1225,trimmings; vests; gingham; frilled; velveteen; trowsers; tunics; gaiters; leggings,Clothing & Dress,"Domestic Life, Dress & Household",inherited,1870-1890#49,Still clothing vocabulary.
british,1890-1910,54,886,coston; possie; corcubion; kitzuki; ephes; jinja; nicolette; pingunyah; alimony,Mixed Fragments & Miscellany,Structural / Uncertain,inherited,1870-1890#69,Still a mixed miscellany.
british,1890-1910,123,392,lxxxiv; lxxxi; lxxxiii; xcvi; cxiv; lix; cxxxvii; lxvi; cxxxviii,Roman Numerals & Miscellany,Structural / Uncertain,inherited,1870-1890#142,Still Roman numerals.
british,1890-1910,26,1228,awaji; zebayir; farisan; dahret; engano; yesso; kipini; calimere; putih,Islands & Archipelagos,Geography & Territory,inherited,1870-1890#85,Still island names.
british,1890-1910,145,206,miscon; calcu; con; annihi; accumu; stipu; expostu; astery; perambu,Mixed Fragments & Place Names,Structural / Uncertain,inherited,1870-1890#171,Still mixed truncated fragments.
british,1890-1910,85,627,exactions; outrages; insurrections; cruelties; excesses; crimes; massacred; oppressions; offences,"Rebellion, Conflict & Aggression",Military & Warfare,inherited,1870-1890#139,Still rebellion/conflict/aggression vocabulary.
british,1890-1910,75,708,bestirred; comported; enforcing; reseated; priding; betaking; allying; betakes; perjure,Present-Participle Action Verbs,Structural / Uncertain,inherited,1870-1890#98,Still present-participle action verbs.
british,1890-1910,27,1225,spontaneity; acuteness; sensitiveness; frankness; attractiveness; simplicity; timidity; beauty; elegance,Character Virtues & Qualities,Morality: Virtue & Vice,inherited,1870-1890#34,Still character virtue/quality nouns.
british,1890-1910,138,251,brooches; armlets; embossed; enamel; earrings; combs; onyx; turquoises; pendants,Decorative Arts & Ornaments,"Domestic Life, Dress & Household",inherited,1870-1890#127,Still decorative arts vocabulary.
british,1890-1910,140,240,settee; slumbrous; cushion; slumber; sofa; couch; hush'd; divans; sideboard,Furniture & Domestic Comfort,"Domestic Life, Dress & Household",human,1870-1890#116,
british,1890-1910,38,1065,ratification; governmental; legislature; enactments; legislation; abolishing; administrative; sheriffs; violation,Government Offices & Legal Administration,"Government, Law & Administration",inherited,1870-1890#66,Still government/legal administration.
british,1890-1910,146,203,ousted; withheld; emanating; exempted; deduced; debar; excluded; wrested; absolved,Exclusion & Separation Verbs,Structural / Uncertain,inherited,1870-1890#203,Still exclusion/separation verbs.
british,1890-1910,66,786,ironmongers; redcliss; glovers; confectioners; goldsmiths; glassware; haberdashery; grocers; fruiterer,Trades & Craftsmen,"Trade, Finance & Commerce",inherited,1870-1890#114,Still trades and craftsmen.
british,1890-1910,35,1071,ennemis; pourront; faits; memes; d'ailleurs; soldats; qu'a; besoin; heureux,French-Language Text,Structural / Uncertain,inherited,1870-1890#4,Still French-language text.
british,1890-1910,47,967,acacias; fuchsia; crocuses; tamarisk; arbutus; hyacinths; crocus; eucalyptus; tufted,Flowers & Fragrant Plants,"Nature, Landscape & Weather",inherited,1870-1890#56,Still flowers/plants.
british,1890-1910,162,135,tiveness; tionally; tive; tional; tion; tioners; tioner; tionable; tions,Truncated Word Fragments,Structural / Uncertain,inherited,1870-1890#239,Still truncated word fragments.
british,1890-1910,147,200,polytechnic; cornell; professors; institutes; university; harvard; colleges; brasenose; dispensaries,Educational & Charitable Institutions,"Books, Learning & Scholarship",inherited,1870-1890#172,Still educational institutions.
british,1890-1910,98,552,wagons; springless; mule; stealers; horses; horse; carts; mares; drays,"Carriages, Horses & Transport","Domestic Life, Dress & Household",inherited,1870-1890#92,Still transport vocabulary.
british,1890-1910,20,1306,chlorine; auric; selenium; potassic; fluoride; cadmium; calcium; hydrated; sulphate,Chemistry & Geometry,"Science, Mathematics & Natural Philosophy",inherited,1870-1890#42,Still chemistry vocabulary.
british,1890-1910,155,165,callaly; baynard's; finlarig; turnberry; inverugie; loseley; dunrobin; colcombe; donington,British Estate & Castle Names,Geography & Territory,human,1870-1890#138,
british,1890-1910,23,1280,bison; bushbuck; canis; hartebeest; tapir; bustards; zebras; leopards; plovers,Animals & Wildlife,"Nature, Landscape & Weather",inherited,1870-1890#8,Still animals/wildlife.
british,1890-1910,51,914,bitton; alnham; coley; keynsham; morrey; berks; wilts; turville; shropshire,English Counties & Place Names,Geography & Territory,human,1870-1890#119,
british,1890-1910,156,165,rememberest; see'st; sawest; sayst; knowst; askest; seekest; leavest; shouldest,Second-Person Archaic Verb Forms,Structural / Uncertain,inherited,1870-1890#190,Still second-person archaic verb forms.
british,1890-1910,73,722,yawl; pinnace; mainsail; schooners; boats; sloop; gunboat; frigate; towed,Naval & Military Forces,Military & Warfare,inherited,1870-1890#80,Still naval/military vocabulary.
british,1890-1910,142,222,mdcccxciii; mcilvaine; mdcccxcvii; isbister; mdcccxcv; mdcccxcvi; steeet; mdcccxcii; mdcccxciv,Publishers & Booksellers,"Books, Learning & Scholarship",inherited,1870-1890#173,Still publisher names and publication dates.
british,1890-1910,3,1938,aliquis; habere; annuatim; fideli; presentibus; aliquibus; aliorum; successores; potestate,Latin Text,Structural / Uncertain,inherited,1870-1890#6,Still Latin text.
british,1890-1910,108,503,conversant; imbued; meddled; impregnated; blent; permeated; quarrelled; conversed; tamper,Mixing & Blending Verbs,Structural / Uncertain,inherited,1870-1890#153,Still mixing/blending verbs.
british,1890-1910,21,1304,oatmeal; stewed; molasses; custard; pickled; linseed; treacle; seltzer; puddings,Household & Kitchen Items,"Domestic Life, Dress & Household",inherited,1870-1890#83,Still food/culinary items.
british,1890-1910,1,2314,nivver; naw; neaw; fishin; loikes; abeawt; thet; theer; maade,Dramatic Character Names & Oaths,"Literature, Drama & Poetic Diction",inherited,1870-1890#19,Still dialect character speech/oaths.
british,1890-1910,112,483,veterum; monumenta; annales; anglicanum; literaria; deutschen; geologie; collectanea; eccl,Scholarly Citations & Bibliographic Fragments,"Books, Learning & Scholarship",inherited,1870-1890#113,Still scholarly Latin bibliographic terms.
british,1890-1910,64,825,msalala; mombasa; darfur; golbanti; bagamoyo; kashgar; mpengala; turkestan; dara,African & Central Asian Place Names,Geography & Territory,human,1870-1890#43,
british,1890-1910,178,82,ordonnance; atilius; davila; chairmanship; tutelage; esarhaddon; gis; secretaryship; leadership,Mixed Administrative Vocabulary & Fragments,Structural / Uncertain,inherited,1870-1890#238,Still administrative vocabulary.
british,1890-1910,61,840,lucy's; bessie's; janet's; maud's; eleanor's; sybil's; judith's; dick's; dora's,Possessive Female Given Names,Structural / Uncertain,inherited,1870-1890#50,Still predominantly possessive female given names.
british,1890-1910,195,51,foundland; yorker; netherland; yorkers; zealander; englander; zealanders; yoek; york,Mixed Fragments & Miscellany,Structural / Uncertain,inherited,1870-1890#226,"Still place-derived demonym fragments, consistent with the mixed-fragments framing."
british,1890-1910,6,1673,ttjv; ovk; rbv; rb; jb; tta; fj; poporul; ffi,OCR Fragment Noise,Structural / Uncertain,inherited,1870-1890#2,Still OCR garbage fragments.
british,1890-1910,170,106,boister; nerv; conspicu; contemptu; anxi; notori; imperi; treacher; mischiev,Truncated Word Fragments (-ous Suffix Stripped),Structural / Uncertain,inherited,1870-1890#224,Still -ous suffix-stripped fragments.
british,1890-1910,107,503,jephthah's; thomp; provost's; montezuma's; curate's; grocer's; stationer's; farmer's; izod,Trades & Craftsmen,"Trade, Finance & Commerce",inherited,1870-1890#187,"Core still includes trade-occupation possessives (grocer's, stationer's, farmer's) alongside civic/religious roles and some unrelated proper names."
british,1890-1910,126,365,relying; expatiated; commenting; expatiating; kimmins; descanted; reacted; preying; preyed,Mixed Verbs (Preying & Depending),Structural / Uncertain,inherited,1870-1890#183,Still preying/depending verbs.
british,1890-1910,63,828,brutality; intolerance; coarseness; bigotry; materialism; baseness; selfishness; hypocrisy; cynicism,Mixed Poetic & Emotional Vocabulary,Structural / Uncertain,inherited,1870-1890#52,Still vice/moral-corruption vocabulary.
